NetID,Capstone,ePortfolio Link,Integration3,Prompt1,Prompt2,Prompt3,Prompt4,Prompt5,Prompt6,Prompt7,Prompt8,Prompt9,Prompt10,Prompt11
pjachim,340,20,200,20,20,20,20,20,20,20,15,20,20,10
pjohns21,326,20,200,20,20,20,20,20,20,20,20,20,20,20
pjones8,320,20,188,20,20,20,20,20,20,20,20,20,20,20
pkaminsk,340,20,200,20,20,20,20,20,20,20,20,20,20,20
pkinkopf,334,20,199,20,20,20,20,20,20,20,20,20,20,20
pklekamp,340,20,200,20,20,20,20,20,20,20,20,20,20,0
pkolek,300,20,190,20,20,20,20,20,20,20,20,20,20,20
pkollma1,334,20,200,20,20,20,20,20,20,20,20,20,20,20
plally,340,20,188,20,20,20,20,20,20,20,20,20,20,20
plewin1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
pmagner,320,20,172,20,20,20,20,0,20,0,20,20,20,20
pmccabe2,340,20,200,20,20,20,20,20,20,20,20,20,0,20
pmcgee,320,20,188,20,20,20,20,20,20,20,20,20,20,20
pmcguir2,340,20,200,20,20,20,20,20,20,20,20,20,20,20
pmcmonag,340,20,180,10,20,0,10,10,20,20,20,20,20,20
pmeyer3,340,20,200,20,20,20,20,20,20,20,20,20,20,20
poconno6,340,20,200,20,20,20,20,20,20,20,20,20,20,20
potoole3,340,20,180,20,20,20,20,20,20,20,20,20,20,20
ppelini,320,18,185,20,20,20,20,20,20,20,20,20,20,20
pphoa,340,20,200,20,10,10,10,20,20,20,20,20,20,20
ppilawsk,325,20,175,20,20,20,20,20,20,20,10,20,20,0
ppillari,326,20,166,20,20,20,20,20,20,20,0,20,20,20
prosinsk,292,20,154,20,20,20,20,20,20,15,20,15,15,20
prothroc,322,20,188,20,20,20,20,20,20,20,20,20,0,20
psainagh,0,20,172,20,20,20,20,20,20,20,20,20,20,20
psansone,334,20,200,20,20,20,20,20,20,20,20,20,20,20
psconzo,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ptaylor3,326,20,180,20,20,20,20,20,20,20,20,20,20,20
pvlandis,340,20,200,20,20,20,20,20,20,20,20,20,20,20
pwasuwan,340,20,200,20,20,20,20,20,20,20,20,20,20,20
pwerling,340,20,200,20,20,20,20,20,20,20,20,20,20,20
pzibelli,320,20,190,20,20,20,20,20,20,20,0,20,20,20
pzinsli,340,10,190,20,20,20,20,20,20,20,20,20,20,20
ralban,305,20,188,20,20,20,20,20,20,20,20,20,10,20
ralliso1,326,20,180,10,10,20,20,20,20,20,20,20,20,20
ramesbur,340,20,200,20,20,20,20,20,20,20,20,20,20,20
rarroyo,320,20,194,15,20,20,20,20,20,20,20,20,20,20
rbanuelo,340,20,200,20,20,20,20,20,20,20,20,20,20,0
rbarber,340,20,172,20,20,20,20,20,20,20,20,20,20,20
rbarnes2,340,20,163,20,20,0,20,20,20,0,20,20,20,20
rbartle1,334,20,194,20,20,10,20,20,20,20,20,20,20,20
rbartnet,340,20,188,20,20,20,20,20,20,20,20,20,20,20
rbeebe1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
rberriga,315,20,193,10,20,20,20,,20,15,20,20,20,
rblack4,340,20,188,20,20,20,20,20,20,20,20,20,20,20
rboylan,340,20,200,20,20,20,15,20,20,20,20,20,20,20
rbrutvan,334,20,180,20,20,20,20,20,20,20,20,20,20,20
rburns6,334,20,188,20,20,20,20,20,20,20,20,20,20,20
rchan3,320,20,188,20,20,20,20,20,20,20,20,20,20,20
rciamarr,320,20,188,20,20,20,20,20,20,20,20,20,20,20
rcole5,335,18,185,20,20,20,20,20,20,20,,20,20,20
rcook4,330,20,194,20,20,20,20,20,20,20,19,18,19,20
rcriqui,311,20,180,0,20,20,20,20,20,20,20,20,20,20
rcurran1,340,20,188,20,20,20,20,20,20,20,20,20,20,20
rdavila1,311,20,200,20,20,20,20,20,0,20,20,0,20,20
rdesaint,307,20,200,20,20,20,20,20,20,20,20,20,20,20
rdesouza,340,20,200,20,20,20,20,20,20,20,20,20,,20
rdiejoma,335,20,190,20,20,18,17,20,20,20,20,16,20,20
rduffy3,340,20,180,20,20,20,20,20,20,20,20,20,20,20
reubanks,320,20,194,20,20,20,20,20,20,20,20,20,20,20
rfedison,340,20,0,20,20,20,20,20,20,20,20,20,20,20
rfiegeli,325,20,200,20,20,20,20,20,20,20,,20,20,20
rgao2,330,20,200,20,20,20,20,20,20,20,20,15,20,20
rgarret2,307,20,200,20,20,20,20,20,20,20,20,20,20,20
rgensler,334,20,200,20,20,20,20,20,20,20,20,20,20,20
rguinn,334,20,180,20,20,20,20,20,20,20,20,20,20,20
rhainsey,320,20,194,20,20,20,0,20,10,20,20,20,20,0
rhammon4,334,20,200,20,10,20,20,20,20,20,20,20,20,20
rheitkam,320,20,200,20,20,20,20,20,20,20,20,20,20,20
rhughes7,340,20,200,20,20,20,20,20,20,20,20,20,20,20
rhughes8,326,20,194,20,20,20,20,20,20,20,20,20,0,20
ringal,340,0,200,0,20,20,20,20,20,20,10,10,20,20
risirahe,340,20,197,20,20,20,20,20,20,20,20,20,20,20
risrael1,320,20,200,20,20,20,20,20,20,20,20,20,20,20
rkenny1,340,20,188,20,20,20,20,20,10,20,20,20,20,20
rkenyon,340,20,177,20,20,20,20,20,0,20,20,20,20,20
rklevens,340,20,200,20,20,20,20,20,20,20,20,20,0,20
rmaqbool,334,20,188,20,20,20,20,20,20,20,20,0,20,20
rmazzini,340,20,194,20,20,20,20,20,20,20,20,20,20,20
rmcclain,340,20,200,20,20,20,20,20,20,20,20,20,20,20
rmcgove1,326,20,200,20,20,20,20,20,20,20,20,20,20,20
rmelotik,334,20,188,20,0,10,20,20,20,20,20,20,20,20
rmerriga,340,20,195,20,0,20,20,20,20,20,20,20,20,20
rmille26,334,20,180,20,20,20,20,20,20,20,20,20,20,20
rmille27,340,20,200,20,20,20,20,20,20,20,20,20,20,20
rmonreal,292,0,132,20,20,0,20,10,20,20,20,20,20,20
rmullin3,340,10,200,20,20,20,20,20,20,20,20,20,20,20
rmyers9,326,20,194,20,20,20,20,20,20,20,20,20,20,20
rnavin,324,20,175,20,20,20,20,20,20,20,20,20,20,20
rneff,326,20,200,20,20,20,20,20,0,20,20,20,20,20
rondrula,340,15,188,20,20,20,20,20,20,20,20,20,20,20
rpappas,340,20,200,20,20,20,20,20,20,20,20,20,20,20
rparikh1,326,20,170,20,20,20,20,20,20,20,20,20,20,20
rpellica,326,20,200,20,20,20,20,20,20,20,20,20,20,20
rpozasg1,340,20,194,20,20,20,20,20,20,20,20,20,20,20
rpuno,340,20,200,20,20,20,20,10,20,20,20,20,20,20
rquintal,326,20,180,20,20,20,20,20,20,20,20,20,20,20
rreutima,340,20,200,20,20,20,20,20,20,20,20,20,20,20
rriojas1,292,20,200,20,20,20,20,20,,20,20,,20,20
rrivera8,340,20,200,20,20,20,20,20,20,20,20,20,20,20
rrocco,340,20,200,20,20,20,20,20,20,20,20,20,20,20
rroque1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
rsabnani,340,20,194,20,20,20,20,20,20,20,20,20,20,20
rsang1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
rschaef1,325,0,186,20,20,20,20,20,20,20,20,20,20,20
rschill1,326,20,200,20,20,20,20,20,20,20,20,20,20,20
rscott5,340,20,200,20,20,20,20,20,20,20,20,20,20,20
rsernel,330,20,190,20,20,20,20,20,20,20,20,20,20,20
rsmith53,320,16,190,20,20,20,20,20,20,20,20,20,20,20
rsmith54,316,20,200,20,20,20,20,20,20,20,20,20,20,20
rsong,334,20,200,20,20,20,20,20,20,20,20,20,20,20
rstewar6,223,20,200,20,20,20,20,20,20,20,20,20,20,20
rsulli13,324,20,200,10,20,20,20,20,20,20,20,20,20,20
rtanczos,340,20,200,20,20,20,20,20,20,20,20,20,20,20
rtaraboc,334,20,200,20,20,20,20,20,20,20,20,20,20,20
rvazza,334,10,154,20,20,20,20,20,20,20,20,20,20,20
rward10,320,0,188,20,20,20,20,20,10,20,20,20,20,20
rwester,340,20,186,20,20,15,10,20,20,20,20,20,20,20
rwilso18,340,20,200,20,20,20,20,20,20,20,20,20,20,20
rwittmer,311,20,188,20,20,20,20,20,20,20,20,20,20,20
rwong3,340,20,200,20,20,20,20,0,20,20,20,20,20,20
rziegler,334,20,188,20,20,20,10,0,20,20,0,20,20,20
salvara1,330,20,195,20,20,20,20,20,20,20,20,15,20,20
samezqui,340,20,200,20,20,20,20,20,20,20,20,20,20,20
sanez,340,20,200,20,20,20,20,20,20,0,20,20,20,0
saragon,310,20,195,20,20,20,17,20,20,20,20,20,20,20
sbaker7,315,20,195,20,20,20,20,18,18,20,20,20,18,20
sbaker8,340,20,200,20,20,20,20,20,20,20,20,20,20,20
sbattali,340,20,200,20,20,20,20,20,20,20,20,20,20,20
sbindel,340,20,200,20,20,20,20,20,20,20,20,20,20,20
sbrady9,340,20,180,20,20,20,20,20,20,20,20,20,20,20
sbraynar,340,20,188,15,20,20,20,20,20,10,20,20,20,0
sbrown34,320,0,188,0,20,20,20,20,20,20,20,20,20,20
sbryant4,340,0,200,20,20,20,20,20,0,20,20,20,20,20
sbsales,340,20,200,20,20,20,20,20,20,20,20,20,20,20
sburnbau,340,20,200,20,20,20,20,20,20,20,20,20,20,20
sbuzdon,334,20,180,20,20,20,20,20,20,20,20,20,20,20
scannova,340,20,180,20,20,20,20,20,20,20,20,20,0,20
scarlino,340,20,200,20,20,20,20,20,20,20,20,20,20,20
scascio,340,20,200,10,20,20,20,20,20,20,20,20,20,0
scole4,323,20,195,20,20,20,20,20,20,20,20,20,20,20
scousin,320,20,190,20,20,20,20,20,20,,20,20,20,20
scrippes,340,20,200,20,20,20,20,20,20,20,20,20,20,20
scrotty1,340,20,172,20,20,20,20,20,20,20,20,20,20,20
sdann,340,20,200,20,20,20,20,20,20,20,20,20,20,20
sdeschne,340,20,200,20,20,20,20,20,20,20,20,20,20,20
sdutta2,340,20,180,20,20,20,20,20,20,20,20,20,20,
sebben,340,20,200,20,20,20,20,20,20,20,20,20,20,20
sekanay1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
sewart,320,20,180,0,20,20,20,20,20,20,20,20,20,20
sfisher6,320,19,200,20,20,20,20,18,20,20,20,20,20,20
sfore,306,20,180,20,20,20,20,20,20,20,20,20,18,20
sgalbens,335,20,194,20,20,20,20,20,20,20,20,20,20,20
sgarci10,340,0,200,,20,20,20,20,20,20,,20,20,20
sgay,334,20,190,20,20,20,20,20,20,20,20,20,0,20
sgenz,340,20,200,20,20,20,15,20,20,20,20,0,20,20
sgonzal8,320,20,194,20,20,20,20,20,20,20,20,20,20,20
sgrewe,320,20,192,20,20,20,20,20,20,20,20,20,20,0
shannon3,340,20,200,20,20,20,20,20,20,20,20,20,20,20
sharri11,340,20,200,20,20,20,20,20,20,20,20,20,20,20
shatfie1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
shayes6,340,20,200,20,20,20,20,20,20,20,20,20,20,0
shealy3,340,20,200,20,20,20,20,20,20,20,20,20,20,20
shenn,320,20,200,20,20,20,20,20,20,20,20,20,20,20
sherbers,340,20,180,20,20,20,20,20,20,20,20,20,20,20
shollan2,340,20,200,20,20,20,0,20,0,20,20,0,0,20
sholtz1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
shopkin3,340,20,180,20,20,20,20,20,20,20,20,20,20,20
shunt3,340,20,200,20,20,20,20,20,20,20,20,20,,20
shwang5,320,20,180,20,20,20,20,20,20,20,20,20,20,20
sielusic,333,20,192,20,20,20,20,20,20,20,20,20,20,20
sincera,320,20,200,20,20,20,20,20,20,20,20,20,20,
sjo,340,20,194,20,20,20,20,20,20,20,20,20,20,20
sjohnsto,320,20,200,20,20,20,20,20,20,20,20,20,20,20
skeene,320,10,200,20,20,20,20,20,20,20,20,20,20,20
skeller5,340,10,200,20,20,20,20,20,20,20,20,20,20,20
skolda,334,20,200,20,20,20,20,20,20,20,20,20,20,20
skoo1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
slarkin,307,20,163,20,20,20,20,20,20,20,20,0,20,20
slauber,340,20,180,20,20,20,20,20,20,20,20,20,20,20
slee50,335,20,195,20,20,20,20,20,20,20,20,20,20,20
slee51,306,20,195,20,20,20,20,20,20,20,17,20,20,20
slemaign,294,20,171,20,20,20,20,20,20,20,20,20,20,20
sleyden,301,20,200,20,20,20,20,20,20,20,20,20,20,20
slouden,340,20,194,20,20,20,20,20,20,20,20,20,20,20
smanfred,320,20,200,20,20,20,20,20,20,20,20,20,20,20
smanriqu,340,20,200,20,20,20,20,20,20,20,20,20,20,20
smarti29,340,20,163,20,20,20,20,20,20,20,20,20,20,20
smcconv1,330,20,185,20,20,20,20,20,20,20,20,20,20,20
smckeen,311,20,172,20,20,20,20,,20,20,20,20,20,
smeyer5,340,20,198,20,20,20,20,20,20,20,0,20,20,20
smonaha1,330,20,190,20,20,20,20,20,20,20,20,20,20,20
smunson,340,20,200,20,20,20,20,20,20,20,20,20,20,10
smurph19,340,20,190,20,20,20,20,20,20,20,20,20,20,20
smurra11,326,20,200,20,20,20,20,20,20,20,20,20,,0
smyers5,320,15,195,20,20,20,20,20,20,0,20,20,20,20
snolan,320,15,194,20,20,0,0,20,0,20,20,20,20,0
spalumb1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
spantano,340,0,200,10,20,20,20,20,20,20,20,20,20,20
spelayom,316,10,170,20,20,10,20,20,20,20,20,20,20,15
sperez3,340,20,200,20,20,20,20,20,20,20,20,20,20,20
speter14,320,20,170,20,20,20,20,20,20,20,0,0,20,20
speter15,325,20,192,20,10,20,20,20,20,20,20,20,20,20
sprice9,340,20,194,20,20,0,20,20,20,20,0,20,20,20
sratigan,340,20,170,20,20,10,20,20,20,20,20,20,0,20
sreddy4,340,20,200,20,20,20,20,20,20,20,20,20,20,20
srodawig,340,20,197,20,20,20,20,20,20,20,20,20,20,20
srodrig7,326,20,163,0,20,20,20,20,20,20,20,20,20,20
srodrig8,334,20,188,20,20,20,20,20,20,20,20,20,20,20
sroennec,334,20,188,20,20,20,20,20,20,20,20,20,20,20
srubio1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
sryan9,340,20,197,20,20,20,20,20,20,15,20,10,20,20
sschmit1,334,20,194,20,20,20,20,20,20,20,20,15,20,20
sschraer,340,20,200,20,20,20,20,20,20,20,20,20,20,20
sshaw3,340,20,197,20,20,20,20,20,20,20,20,20,20,20
ssheehy,340,20,188,20,20,20,20,20,20,20,20,20,20,20
ssitarsk,320,20,172,20,20,20,20,20,20,20,20,20,20,20
sstenge1,340,20,200,20,20,20,20,20,20,20,20,20,20,20
svorne,340,20,200,20,20,20,20,20,20,20,20,20,20,20
svukovit,330,20,200,20,20,20,20,20,20,20,20,20,20,20
swagner4,326,20,194,10,20,20,20,20,20,20,20,20,20,20
swagy,340,20,200,20,20,20,20,20,20,20,20,20,20,20
swallac3,334,20,200,20,20,20,10,20,20,20,20,20,20,20
swaltrip,326,20,180,20,20,10,0,0,20,20,20,20,20,20
sweyhmil,340,10,200,20,20,20,20,20,20,20,20,20,20,20
swilkin4,335,20,188,20,20,20,20,20,19,18,20,18,20,20
swilli32,340,20,200,20,20,20,20,20,20,20,20,20,20,20
swolfe1,320,20,188,20,20,20,20,20,20,20,20,20,20,20
syi3,340,20,200,20,20,20,20,20,20,20,20,20,20,10
szabala,340,20,194,20,20,20,20,20,20,20,20,20,20,20
szaccone,320,20,200,20,20,20,20,20,20,20,20,20,20,20
szachari,340,20,200,20,20,20,20,20,20,20,20,20,20,20
szheng1,340,20,200,20,20,20,20,20,10,20,20,20,20,20
taguirre,320,20,172,20,20,20,20,20,20,0,20,20,20,20
tandrew3,282,20,163,10,20,20,10,20,10,20,20,10,20,20
tazemar,340,20,200,20,20,20,20,20,20,20,0,0,20,20
tbendeck,335,20,190,20,20,20,20,20,20,20,20,20,20,20
tbennet2,326,20,188,20,20,20,20,20,20,20,,20,20,20
tbrauer,340,10,172,20,20,20,20,20,20,20,0,20,20,20
tbrierly,320,20,188,20,20,20,20,20,20,20,20,20,20,20
tburley,326,20,200,20,20,20,10,20,20,20,20,0,20,20
tcaffrey,340,20,200,20,20,20,20,20,0,20,20,20,20,20
tcampbe5,320,20,200,20,20,20,20,20,20,20,20,20,20,20
tcantway,326,10,172,20,20,20,20,20,20,20,20,20,20,20
tcarnes,340,20,200,20,20,20,20,20,20,20,20,20,20,20
tchalmer,340,20,200,20,20,20,20,20,20,20,20,20,20,20
tcomer,314,20,175,5,20,20,0,18,0,20,20,20,20,20
tconnor6,334,20,180,20,20,20,20,20,20,20,20,20,20,20
tdann,324,20,198,20,20,20,20,20,19,19,18,20,30,20
tdasso,340,20,200,20,20,20,20,20,20,20,20,20,20,20
tdicker1,334,20,188,10,20,10,10,10,20,20,20,20,20,0
tdinh,300,20,188,20,20,20,20,20,0,20,20,0,20,20
tdougla4,340,20,200,20,20,20,20,20,20,20,20,20,20,20
teckel,340,20,194,20,20,20,20,20,20,20,20,20,20,20
teiden,326,20,188,20,20,20,20,20,20,20,20,20,20,20
tfolwell,340,10,188,20,20,20,20,20,20,20,20,20,20,20
tford6,326,10,154,20,20,20,20,20,20,20,20,20,0,20
tfross,320,20,180,20,20,20,20,20,20,20,20,20,20,20
tgarvey,326,20,172,20,20,20,20,20,20,20,20,20,20,
tgetty,340,20,194,20,20,20,20,20,20,20,20,20,20,20
thartle,340,20,200,20,20,20,20,20,20,20,20,20,20,20
thintz1,340,20,188,20,20,20,20,20,20,20,20,20,20,20
thowe1,340,20,194,20,20,20,20,20,20,20,20,10,20,20
thuber1,320,20,200,20,20,20,20,20,20,20,20,20,20,20
thull,340,20,200,20,20,20,20,20,20,20,20,20,20,20
tissa,340,20,194,20,10,20,20,20,20,20,20,20,20,20
tjohns29,340,20,200,20,20,20,20,20,20,20,20,20,20,20
tkacius,335,20,200,20,20,20,20,20,20,20,20,20,20,20
tkhong,340,20,180,20,20,20,20,20,20,20,20,20,20,20
tklein1,326,20,188,20,20,20,20,20,20,20,20,20,20,20
tkoewler,340,10,184,20,20,20,20,20,20,20,20,20,20,20
tleeker,340,20,199,20,20,20,20,20,20,20,20,20,20,20
tleytham,340,20,200,20,20,20,20,20,20,20,20,20,20,20
tlopez2,292,0,172,20,0,20,15,20,15,20,20,0,15,20
tlynch3,301,20,200,20,20,20,20,20,20,20,20,20,20,20
tmacmill,340,20,200,20,20,20,20,20,20,20,20,20,20,20
tmaloney,320,20,172,20,20,10,20,20,15,20,20,0,0,0
tmansell,340,20,194,20,20,20,20,20,20,20,20,20,20,20
tmarvin,340,20,200,20,20,20,20,20,20,20,20,20,20,20
tmccoy1,340,10,180,20,20,20,20,20,10,20,20,20,20,20
tmcginn1,334,20,194,20,20,10,20,10,20,20,20,20,20,20
tmcguir2,340,20,200,20,20,20,20,20,20,20,20,20,20,20
tmercier,334,20,200,20,20,20,20,20,20,20,20,20,20,20
tmeyer3,340,20,200,20,20,,20,20,20,20,20,20,20,20
tmoyniha,311,20,186,20,20,20,20,20,20,20,20,20,20,20
tmurphy7,340,20,200,20,20,20,20,20,20,20,20,20,20,20
tmurray6,290,20,180,20,20,20,20,20,20,20,20,20,20,20
tnelson8,315,20,190,20,20,20,20,20,18,16,17,17,17,20
tngochi,334,20,194,20,20,20,20,20,20,20,20,20,20,20
tnoonan1,311,20,188,20,20,0,20,20,20,20,20,0,20,20
tpagessa,340,20,200,20,0,20,20,20,20,20,20,20,20,20
tperey,340,20,200,20,20,20,20,20,20,20,20,20,20,20
tpernett,281,20,200,20,20,20,20,20,20,20,20,20,20,20
tpero,307,20,190,20,20,20,20,20,17,20,20,20,20,20
tphilli7,310,20,176,20,20,20,20,20,0,20,20,0,20,20
tpopps,327,20,160,10,20,20,20,10,20,20,20,15,15,20
tpreko,340,20,188,20,20,20,20,20,20,20,20,20,20,20
tprice4,340,20,200,20,20,20,20,20,20,20,20,20,20,20
treynoso,340,20,200,20,20,20,20,20,20,20,20,20,20,20
trobbin1,315,17,179,10,20,20,20,20,0,17,17,16,18,20
trobinet,334,20,200,20,20,20,20,10,20,20,20,20,20,20
trogers6,340,20,200,20,20,20,20,20,20,20,20,20,20,20
tsheeha1,315,15,185,20,15,20,20,20,20,0,20,20,20,20
tsilva,340,20,194,20,20,20,20,20,20,20,20,20,20,20
tsilva1,325,0,20,17,20,20,20,20,20,20,20,19,20,20
tsong2,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ttarkles,340,20,200,20,20,20,20,20,20,20,20,20,20,20
tvail,340,20,154,20,20,20,20,20,20,20,20,20,0,0
twilso15,340,20,180,20,20,20,20,20,10,20,20,20,20,20
twine,292,20,188,20,20,20,20,20,20,20,20,20,20,20
twinters,340,20,200,20,20,18,20,20,20,20,20,20,20,0
tzheng2,334,10,200,20,20,20,20,20,20,20,20,20,20,20
ucooper,320,20,194,20,20,20,20,20,20,20,20,20,20,20
vdavis1,340,20,199,20,20,20,20,20,20,20,20,20,20,20
vkaranja,306,20,188,20,20,20,20,20,20,20,20,20,20,20
vkareh,340,20,200,20,20,20,20,20,20,20,20,20,20,
vlamoret,311,20,188,20,20,20,20,20,20,20,20,20,20,20
vmallett,340,20,188,20,0,20,20,20,20,20,20,20,20,20
vmansour,340,20,200,20,20,20,20,20,20,20,20,20,20,20
vreisel,334,0,172,20,20,20,20,20,0,10,20,20,20,20
vruesch,301,20,200,20,20,20,10,20,20,20,20,20,20,20
vsmith3,0,20,200,20,20,20,20,20,20,20,20,20,20,20
vtrombet,330,20,200,20,20,20,20,20,20,15,20,20,12,20
vwhitmor,340,20,200,20,20,20,20,20,20,20,20,20,20,20
vzona,320,20,200,20,20,20,20,20,20,20,20,20,20,20
waberger,340,20,194,20,20,20,20,20,20,20,20,20,20,0
wblocher,334,20,188,20,20,20,20,20,20,20,20,20,20,20
wbona,320,20,180,20,20,20,20,20,20,20,20,20,20,20
wcheong,340,20,200,20,20,20,20,20,20,20,20,20,20,20
wchiang,334,20,180,20,20,20,20,20,20,0,0,20,20,20
wclark2,340,20,200,20,20,20,20,20,0,20,0,20,20,20
wcole1,320,20,185,20,20,15,20,20,20,20,20,20,20,20
wcumberl,330,20,180,20,20,20,20,20,20,20,20,20,20,20
wdefaria,340,20,200,20,20,20,20,20,20,20,20,20,20,20
wdisimon,340,20,200,20,20,20,20,20,20,20,20,20,20,20
wdu,0,40,200,20,20,20,20,20,20,20,20,20,20,20
wfine,340,20,200,20,20,20,20,20,20,20,20,20,20,0
whanley,320,20,170,20,20,20,20,20,,20,20,20,20,20
whornby,340,20,194,20,20,20,20,20,20,20,20,20,20,20
whowells,340,20,154,20,20,20,20,10,10,20,20,20,20,20
wjackobo,315,20,192,20,20,20,20,20,20,20,20,20,20,20
wlamarra,340,20,200,20,20,20,20,10,20,20,20,20,20,20
wlee11,340,20,172,20,20,20,20,20,20,20,20,20,20,20
wmckee,320,20,190,20,20,20,20,20,20,20,20,20,20,20
wmohler,307,20,188,20,20,20,20,20,20,20,20,20,20,20
wmoyers,340,20,188,20,20,20,20,20,20,20,20,20,20,20
wolafsso,340,20,180,20,20,20,20,20,20,20,20,20,20,20
wschemel,334,20,172,20,20,20,20,20,20,20,20,20,20,20
wsogge,307,20,190,20,20,0,20,20,20,20,20,20,20,20
wsuter2,335,20,194,20,20,20,20,20,20,20,19,18,19,20
wtjaden,340,10,188,20,10,20,20,20,20,20,20,20,20,20
wtumbela,340,20,200,20,20,20,20,20,20,20,20,20,20,20
wwu5,340,10,200,20,20,20,20,20,20,20,20,20,0,20
wzhu2,340,20,188,20,20,20,20,20,20,20,20,20,20,20
xtsai,282,20,172,20,20,20,20,20,20,20,20,20,20,20
xzhang24,340,20,188,20,20,20,20,20,20,20,20,20,20,20
ychen30,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ychen31,320,20,200,20,20,20,20,20,20,20,20,20,20,20
ydeng3,340,20,200,20,20,20,20,20,20,20,20,20,20,20
ydwyer,340,20,200,20,20,20,20,20,20,20,20,20,20,20
yfeng3,326,20,200,20,10,20,20,20,0,20,20,0,20,20
yfu1,340,20,200,0,20,20,20,20,20,20,20,20,20,20
yhe9,336,20,194,10,20,20,20,20,20,20,,20,20,20
yjung2,334,20,200,20,20,20,20,20,20,20,20,20,20,0
ykim22,326,20,172,20,20,20,20,20,20,20,20,20,20,20
ylin9,340,20,180,10,10,20,20,20,20,10,10,30,10,0
ymao,340,20,200,20,20,20,20,20,20,20,20,20,20,10
ynuguse,307,20,188,20,20,20,20,20,20,20,20,20,20,20
yshi6,340,20,200,20,20,20,20,20,20,20,20,20,20,20
yying,340,20,200,20,20,20,20,20,20,20,20,20,20,20
yyoshiok,320,20,200,20,20,20,20,20,20,20,20,20,20,15
yzou2,290,20,180,20,20,20,20,10,10,20,20,20,20,20
zdesch,340,20,194,20,20,20,20,20,0,20,20,20,20,20
zdreznin,325,18,195,20,20,20,20,20,20,20,20,20,0,20
zeggers,340,20,200,20,20,20,20,20,20,20,20,20,20,20
zenciso,326,20,194,20,20,20,20,20,20,20,20,20,20,20
zgartenh,340,20,200,20,20,20,20,20,20,20,20,20,20,20
zhan1,340,20,200,20,20,20,20,20,20,0,20,20,20,20
zkagalw1,320,20,200,20,20,20,20,10,20,20,20,20,20,20
zliang3,307,20,194,0,10,20,20,20,20,20,20,20,20,20
zmieczko,340,20,200,20,20,20,20,20,20,20,20,20,20,20
znunez,325,20,180,20,20,20,20,20,20,20,20,20,20,20
zpavlin,340,20,200,20,20,20,20,20,20,20,20,20,20,20
zpearson,340,20,200,20,20,20,20,20,20,20,20,20,20,20
zprender,320,20,180,20,20,20,20,20,20,20,20,20,20,20
zsurma,0,20,188,20,20,20,20,20,20,20,20,20,20,20
ztulausk,326,20,188,20,20,20,20,20,20,20,20,20,20,20
zwall,0,20,200,20,20,20,20,20,20,20,20,20,20,20
zwang17,340,20,200,20,20,20,20,20,20,20,20,20,20,20
zyeadon,311,20,172,20,20,20,20,20,20,20,0,20,20,20
zyin4,334,20,200,20,20,20,20,20,20,20,20,20,20,20
zzhang14,340,20,200,20,20,20,20,20,20,20,20,20,20,20
zzovko,307,20,180,20,20,20,20,20,20,20,20,20,20,15
Total,340,20,200,20,20,20,20,20,20,20,20,20,20,20
